colour	x	y	group	showSelectedlegendcolour	PANEL
#C49A00	72.9685365853659	1.56	171	Europe & Central Asia	2
#C49A00	73.5275609756098	1.53	171	Europe & Central Asia	2
#C49A00	73.7451219512195	1.46	171	Europe & Central Asia	2
#C49A00	64.6813170731707	3.286	172	Europe & Central Asia	2
#C49A00	64.7164390243903	3.179	172	Europe & Central Asia	2
#C49A00	64.8307317073171	3.092	172	Europe & Central Asia	2
#C49A00	65.0080975609756	3.026	172	Europe & Central Asia	2
#C49A00	65.2259024390244	2.98	172	Europe & Central Asia	2
#C49A00	65.4277804878049	2.91	172	Europe & Central Asia	2
#C49A00	70.3346585365854	2.03	173	Europe & Central Asia	2
#C49A00	70.3248048780488	2.02	173	Europe & Central Asia	2
#C49A00	70.3704878048781	2.05	173	Europe & Central Asia	2
#C49A00	70.4620243902439	2.11	173	Europe & Central Asia	2
#C49A00	70.5851707317073	2.11	173	Europe & Central Asia	2
#C49A00	70.9926829268293	2.09	173	Europe & Central Asia	2
#C49A00	73.2070731707317	1.672	174	Europe & Central Asia	2
#C49A00	73.6217073170732	1.67	174	Europe & Central Asia	2
#C49A00	73.8880487804878	1.614	174	Europe & Central Asia	2
#C49A00	73.8690243902439	1.56	174	Europe & Central Asia	2
#C49A00	74.4048780487805	1.591	174	Europe & Central Asia	2
#C49A00	74.520243902439	1.49	174	Europe & Central Asia	2
#C49A00	70.2735853658537	2.092	175	Europe & Central Asia	2
#C49A00	70.5480731707317	2.05	175	Europe & Central Asia	2
#C49A00	70.8754878048781	2.017	175	Europe & Central Asia	2
#C49A00	71.2393658536586	1.992	175	Europe & Central Asia	2
#C49A00	71.5952926829268	1.973	175	Europe & Central Asia	2
#C49A00	71.7950731707317	1.953	175	Europe & Central Asia	2
#C49A00	71.1575609756098	2.05	176	Europe & Central Asia	2
#C49A00	71.5719512195122	2.01	176	Europe & Central Asia	2
#C49A00	71.1860975609756	2.02	176	Europe & Central Asia	2
#C49A00	71.3863414634146	2	176	Europe & Central Asia	2
#C49A00	71.499756097561	1.99	176	Europe & Central Asia	2
#C49A00	71.2280487804878	1.95	176	Europe & Central Asia	2
#C49A00	73.3449512195122	1.454	177	Europe & Central Asia	2
#C49A00	73.5739268292683	1.441	177	Europe & Central Asia	2
#C49A00	73.7959268292683	1.434	177	Europe & Central Asia	2
#C49A00	74.0064634146342	1.433	177	Europe & Central Asia	2
#C49A00	74.2065365853659	1.434	177	Europe & Central Asia	2
#C49A00	74.3981219512195	1.437	177	Europe & Central Asia	2
#C49A00	70.1753658536586	2.004	178	Europe & Central Asia	2
#C49A00	70.3443902439025	1.993	178	Europe & Central Asia	2
#C49A00	70.4826829268293	1.9	178	Europe & Central Asia	2
#C49A00	70.2748780487805	1.88	178	Europe & Central Asia	2
#C49A00	70.2185365853659	1.87	178	Europe & Central Asia	2
#C49A00	70.8860975609756	1.82	178	Europe & Central Asia	2
#C49A00	74.7484878048781	2.354	179	Europe & Central Asia	2
#C49A00	74.9424878048781	2.385	179	Europe & Central Asia	2
#C49A00	75.131487804878	2.415	179	Europe & Central Asia	2
#C49A00	75.3154878048781	2.438	179	Europe & Central Asia	2
#C49A00	75.4959756097561	2.453	179	Europe & Central Asia	2
#C49A00	75.6729512195122	2.458	179	Europe & Central Asia	2
#C49A00	70.2780487804878	2.07	180	Europe & Central Asia	2
#C49A00	70.7221951219512	2	180	Europe & Central Asia	2
#C49A00	70.8078048780488	2.02	180	Europe & Central Asia	2
#C49A00	70.5914634146341	1.97	180	Europe & Central Asia	2
#C49A00	70.8375609756098	1.97	180	Europe & Central Asia	2
#C49A00	71.0463414634146	1.95	180	Europe & Central Asia	2
#C49A00	74.1017073170732	1.546	181	Europe & Central Asia	2
#C49A00	74.2304878048781	1.437	181	Europe & Central Asia	2
#C49A00	74.5512195121951	1.427	181	Europe & Central Asia	2
#C49A00	74.4204878048781	1.377	181	Europe & Central Asia	2
#C49A00	74.5621951219512	1.4	181	Europe & Central Asia	2
#C49A00	74.4275609756098	1.447	181	Europe & Central Asia	2
#C49A00	69.0330487804878	2.02	182	Europe & Central Asia	2
#C49A00	68.9780487804878	2.07	182	Europe & Central Asia	2
#C49A00	69.1268292682927	2.08	182	Europe & Central Asia	2
#C49A00	69.3756097560976	2.16	182	Europe & Central Asia	2
#C49A00	69.2780487804878	2.17	182	Europe & Central Asia	2
#C49A00	69.3804878048781	2.12	182	Europe & Central Asia	2
#C49A00	73.44	1.63	184	Europe & Central Asia	2
#C49A00	73.7465853658537	1.65	184	Europe & Central Asia	2
#C49A00	74.2980487804878	1.72	184	Europe & Central Asia	2
#C49A00	74.2009756097561	1.74	184	Europe & Central Asia	2
#C49A00	74.5190243902439	1.7	184	Europe & Central Asia	2
#C49A00	74.2229268292683	1.64	184	Europe & Central Asia	2
#C49A00	74.0512195121951	1.85	185	Europe & Central Asia	2
#C49A00	74.3	1.85	185	Europe & Central Asia	2
#C49A00	74.5	1.86	185	Europe & Central Asia	2
#C49A00	74.8	1.86	185	Europe & Central Asia	2
#C49A00	75	1.86	185	Europe & Central Asia	2
#C49A00	75.3	1.86	185	Europe & Central Asia	2
#C49A00	69.3627804878049	2.315	186	Europe & Central Asia	2
#C49A00	69.3865609756098	2.296	186	Europe & Central Asia	2
#C49A00	69.4243658536585	2.284	186	Europe & Central Asia	2
#C49A00	69.4941707317073	2.277	186	Europe & Central Asia	2
#C49A00	69.5999268292683	2.275	186	Europe & Central Asia	2
#C49A00	69.7340731707317	2.273	186	Europe & Central Asia	2
#C49A00	72.8186341463415	1.44	187	Europe & Central Asia	2
#C49A00	73.0891951219512	1.43	187	Europe & Central Asia	2
#C49A00	73.3614146341463	1.41	187	Europe & Central Asia	2
#C49A00	73.6377073170732	1.33	187	Europe & Central Asia	2
#C49A00	73.917	1.29	187	Europe & Central Asia	2
#C49A00	74.1917317073171	1.37	187	Europe & Central Asia	2
#C49A00	74.4152926829268	2.226	188	Europe & Central Asia	2
#C49A00	74.6970487804878	2.091	188	Europe & Central Asia	2
#C49A00	74.976	2.024	188	Europe & Central Asia	2
#C49A00	75.2491707317073	1.94	188	Europe & Central Asia	2
#C49A00	75.514512195122	1.823	188	Europe & Central Asia	2
#C49A00	75.7699756097561	1.677	188	Europe & Central Asia	2
#C49A00	69.0617073170732	1.91	190	Europe & Central Asia	2
#C49A00	69.1392682926829	1.877	190	Europe & Central Asia	2
#C49A00	69.3578048780488	1.92	190	Europe & Central Asia	2
#C49A00	68.9736585365854	1.73	190	Europe & Central Asia	2
#C49A00	69.0258536585366	1.73	190	Europe & Central Asia	2
#C49A00	68.9721951219512	1.83	190	Europe & Central Asia	2
#C49A00	76.8465853658537	2.48	191	Europe & Central Asia	2
#C49A00	76.5214634146341	2.33	191	Europe & Central Asia	2
#C49A00	77.0378048780488	2.26	191	Europe & Central Asia	2
#C49A00	76.8456097560976	2.24	191	Europe & Central Asia	2
#C49A00	77.5765853658537	2.08	191	Europe & Central Asia	2
#C49A00	77.6024390243903	1.93	191	Europe & Central Asia	2
#C49A00	72.5493658536585	3.229	192	Europe & Central Asia	2
#C49A00	72.7777804878049	3.07	192	Europe & Central Asia	2
#C49A00	73.0037804878049	2.957	192	Europe & Central Asia	2
#C49A00	73.2223902439025	2.759	192	Europe & Central Asia	2
#C49A00	73.4345853658537	2.589	192	Europe & Central Asia	2
#C49A00	73.6409024390244	2.5	192	Europe & Central Asia	2
#C49A00	73.9431707317073	1.64	194	Europe & Central Asia	2
#C49A00	74.3539024390244	1.617	194	Europe & Central Asia	2
#C49A00	74.8146341463415	1.592	194	Europe & Central Asia	2
#C49A00	74.640243902439	1.52	194	Europe & Central Asia	2
#C49A00	75.389512195122	1.462	194	Europe & Central Asia	2
#C49A00	75.4953658536585	1.39	194	Europe & Central Asia	2
#C49A00	66.6243902439025	2.9	195	Europe & Central Asia	2
#C49A00	66.7060975609756	2.95	195	Europe & Central Asia	2
#C49A00	66.7878048780488	3	195	Europe & Central Asia	2
#C49A00	67.6621951219512	3.04	195	Europe & Central Asia	2
#C49A00	68.5365853658537	3.08	195	Europe & Central Asia	2
#C49A00	68.5365853658537	3.08	195	Europe & Central Asia	2
#C49A00	65.9326829268293	4.5758	196	Europe & Central Asia	2
#C49A00	66.1626829268293	4.8844	196	Europe & Central Asia	2
#C49A00	66.3826829268293	4.4761	196	Europe & Central Asia	2
#C49A00	66.5978048780488	4.8199	196	Europe & Central Asia	2
#C49A00	66.8129268292683	4.5635	196	Europe & Central Asia	2
#C49A00	62.870243902439	4.035	197	Europe & Central Asia	2
#C49A00	63.2290487804878	4.046	197	Europe & Central Asia	2
#C49A00	63.6237317073171	4.068	197	Europe & Central Asia	2
#C49A00	64.0422682926829	4.086	197	Europe & Central Asia	2
#C49A00	64.4696341463415	4.097	197	Europe & Central Asia	2
#C49A00	64.8821219512195	4.093	197	Europe & Central Asia	2
#C49A00	68.8085365853659	1.86	198	Europe & Central Asia	2
#C49A00	68.7863414634146	1.88	198	Europe & Central Asia	2
#C49A00	69.3282926829268	1.97	198	Europe & Central Asia	2
#C49A00	69.1190243902439	2.07	198	Europe & Central Asia	2
#C49A00	69.1629268292683	2.09	198	Europe & Central Asia	2
#C49A00	69.2914634146342	2.08	198	Europe & Central Asia	2
#C49A00	70.4821951219512	2.03	200	Europe & Central Asia	2
#C49A00	70.4607317073171	1.98	200	Europe & Central Asia	2
#C49A00	70.8368292682927	1.99	200	Europe & Central Asia	2
#C49A00	70.7778048780488	2.04	200	Europe & Central Asia	2
#C49A00	70.32	2.09	200	Europe & Central Asia	2
#C49A00	70.5012195121951	2.1	200	Europe & Central Asia	2
#C49A00	71.9602682926829	1.5	201	Europe & Central Asia	2
#C49A00	72.2386585365854	1.55	201	Europe & Central Asia	2
#C49A00	72.5257073170732	1.49	201	Europe & Central Asia	2
#C49A00	72.8232926829268	1.44	201	Europe & Central Asia	2
#C49A00	73.1264390243903	1.43	201	Europe & Central Asia	2
#C49A00	73.4333170731707	1.38	201	Europe & Central Asia	2
#C49A00	69.6565853658537	2.429	202	Europe & Central Asia	2
#C49A00	69.6719024390244	2.387	202	Europe & Central Asia	2
#C49A00	69.7059268292683	2.347	202	Europe & Central Asia	2
#C49A00	69.7896341463415	2.311	202	Europe & Central Asia	2
#C49A00	69.9329512195122	2.277	202	Europe & Central Asia	2
#C49A00	70.134243902439	2.246	202	Europe & Central Asia	2
#C49A00	64.7687073170732	2.481	203	Europe & Central Asia	2
#C49A00	64.8414634146342	2.51	203	Europe & Central Asia	2
#C49A00	65.0227073170732	2.546	203	Europe & Central Asia	2
#C49A00	65.3133414634146	2.585	203	Europe & Central Asia	2
#C49A00	65.6957804878049	2.62	203	Europe & Central Asia	2
#C49A00	66.1324390243903	2.643	203	Europe & Central Asia	2
#C49A00	73.6019756097561	2.286	205	Europe & Central Asia	2
#C49A00	73.7939024390244	2.245	205	Europe & Central Asia	2
#C49A00	73.9569268292683	2.2	205	Europe & Central Asia	2
#C49A00	74.1024634146342	2.154	205	Europe & Central Asia	2
#C49A00	74.2423902439024	2.108	205	Europe & Central Asia	2
#C49A00	74.3909756097561	2.064	205	Europe & Central Asia	2
#C49A00	75.7431707317073	1.602	206	Europe & Central Asia	2
#C49A00	75.9343902439025	1.563	206	Europe & Central Asia	2
#C49A00	75.9885365853659	1.495	206	Europe & Central Asia	2
#C49A00	76.1641463414634	1.468	206	Europe & Central Asia	2
#C49A00	76.2331707317073	1.491	206	Europe & Central Asia	2
#C49A00	76.2846341463415	1.511	206	Europe & Central Asia	2
#C49A00	75.6717073170732	1.72	207	Europe & Central Asia	2
#C49A00	75.8690243902439	1.7	207	Europe & Central Asia	2
#C49A00	76.0109756097561	1.69	207	Europe & Central Asia	2
#C49A00	76.0668292682927	1.66	207	Europe & Central Asia	2
#C49A00	76.2243902439024	1.66	207	Europe & Central Asia	2
#C49A00	75.9168292682927	1.68	207	Europe & Central Asia	2
#C49A00	70.0975609756098	2.276	208	Europe & Central Asia	2
#C49A00	71.0512195121951	2.235	208	Europe & Central Asia	2
#C49A00	71.1024390243903	2.336	208	Europe & Central Asia	2
#C49A00	71	2.416	208	Europe & Central Asia	2
#C49A00	70.8	2.372	208	Europe & Central Asia	2
#C49A00	70.5487804878049	2.329	208	Europe & Central Asia	2
#C49A00	71.2146341463415	2.19	209	Europe & Central Asia	2
#C49A00	71.6146341463415	2.144	209	Europe & Central Asia	2
#C49A00	72.4146341463415	2.19	209	Europe & Central Asia	2
#C49A00	72.2658536585366	1.946	209	Europe & Central Asia	2
#C49A00	72.5146341463415	1.92	209	Europe & Central Asia	2
#C49A00	72.8146341463415	1.74	209	Europe & Central Asia	2
#C49A00	69.0909756097561	2.43	210	Europe & Central Asia	2
#C49A00	69.3682926829268	2.36	210	Europe & Central Asia	2
#C49A00	69.5317073170732	2.166	210	Europe & Central Asia	2
#C49A00	69.7263414634147	2.06	210	Europe & Central Asia	2
#C49A00	69.6587804878049	2.26	210	Europe & Central Asia	2
#C49A00	69.7068292682927	2.31	210	Europe & Central Asia	2
#C49A00	67.0339024390244	1.89	211	Europe & Central Asia	2
#C49A00	67.2639024390244	1.91	211	Europe & Central Asia	2
#C49A00	67.8060975609756	2.04	211	Europe & Central Asia	2
#C49A00	67.6526829268293	2.11	211	Europe & Central Asia	2
#C49A00	67.2026829268293	2.06	211	Europe & Central Asia	2
#C49A00	67.8568292682927	2.05	211	Europe & Central Asia	2
#C49A00	70.4085365853659	2.32	214	Europe & Central Asia	2
#C49A00	70.6292682926829	2.29	214	Europe & Central Asia	2
#C49A00	70.6890243902439	2.28	214	Europe & Central Asia	2
#C49A00	70.4790243902439	2.28	214	Europe & Central Asia	2
#C49A00	70.7509756097561	2.26	214	Europe & Central Asia	2
#C49A00	70.7346341463415	2.26	214	Europe & Central Asia	2
#C49A00	71.1048780487805	2.055	215	Europe & Central Asia	2
#C49A00	71.2048780487805	1.992	215	Europe & Central Asia	2
#C49A00	71.0536585365854	1.93	215	Europe & Central Asia	2
#C49A00	70.5414634146342	1.81	215	Europe & Central Asia	2
#C49A00	70.9024390243903	1.74	215	Europe & Central Asia	2
#C49A00	71.3512195121951	1.71	215	Europe & Central Asia	2
#C49A00	75.3492682926829	2.217	216	Europe & Central Asia	2
#C49A00	75.5285365853659	2.031	216	Europe & Central Asia	2
#C49A00	76.1341463414634	1.936	216	Europe & Central Asia	2
#C49A00	75.9090243902439	1.792	216	Europe & Central Asia	2
#C49A00	76.2953658536586	1.72	216	Europe & Central Asia	2
#C49A00	76.259512195122	1.63	216	Europe & Central Asia	2
#C49A00	75.7409756097561	1.68	217	Europe & Central Asia	2
#C49A00	76.0260975609756	1.63	217	Europe & Central Asia	2
#C49A00	76.3273170731707	1.65	217	Europe & Central Asia	2
#C49A00	76.5517073170732	1.61	217	Europe & Central Asia	2
#C49A00	76.8158536585366	1.66	217	Europe & Central Asia	2
#C49A00	76.6678048780488	1.74	217	Europe & Central Asia	2
#C49A00	75.459268292683	1.55	218	Europe & Central Asia	2
#C49A00	75.6931707317073	1.55	218	Europe & Central Asia	2
#C49A00	76.0339024390244	1.56	218	Europe & Central Asia	2
#C49A00	76.0312195121951	1.51	218	Europe & Central Asia	2
#C49A00	76.6085365853659	1.52	218	Europe & Central Asia	2
#C49A00	76.7336585365854	1.51	218	Europe & Central Asia	2
#C49A00	62.2442682926829	5.663	219	Europe & Central Asia	2
#C49A00	62.4504146341463	5.601	219	Europe & Central Asia	2
#C49A00	62.6693170731707	5.561	219	Europe & Central Asia	2
#C49A00	62.8919756097561	5.533	219	Europe & Central Asia	2
#C49A00	63.1067804878049	5.51	219	Europe & Central Asia	2
#C49A00	63.2799024390244	5.486	219	Europe & Central Asia	2
#C49A00	56.5696097560976	4.454	220	Europe & Central Asia	2
#C49A00	57.3119756097561	4.328	220	Europe & Central Asia	2
#C49A00	58.0432682926829	4.188	220	Europe & Central Asia	2
#C49A00	58.7590243902439	4.033	220	Europe & Central Asia	2
#C49A00	59.4541951219512	3.868	220	Europe & Central Asia	2
#C49A00	60.1213658536585	3.698	220	Europe & Central Asia	2
#C49A00	60.8361951219512	5.012	221	Europe & Central Asia	2
#C49A00	61.1438536585366	4.915	221	Europe & Central Asia	2
#C49A00	61.4511707317073	4.836	221	Europe & Central Asia	2
#C49A00	61.7455853658537	4.772	221	Europe & Central Asia	2
#C49A00	62.0150487804878	4.718	221	Europe & Central Asia	2
#C49A00	62.2463902439024	4.669	221	Europe & Central Asia	2
#C49A00	68.827512195122	1.95	222	Europe & Central Asia	2
#C49A00	68.9320243902439	1.93	222	Europe & Central Asia	2
#C49A00	69.0993658536586	1.98	222	Europe & Central Asia	2
#C49A00	69.3138780487805	2.08	222	Europe & Central Asia	2
#C49A00	69.5518292682927	2.09	222	Europe & Central Asia	2
#C49A00	69.773243902439	2.06	222	Europe & Central Asia	2
#C49A00	73.6756097560976	1.89	223	Europe & Central Asia	2
#C49A00	74.0268292682927	1.81	223	Europe & Central Asia	2
#C49A00	74.1780487804878	1.78	223	Europe & Central Asia	2
#C49A00	74.3780487804878	1.77	223	Europe & Central Asia	2
#C49A00	74.7780487804878	1.77	223	Europe & Central Asia	2
#C49A00	74.6292682926829	1.8	223	Europe & Central Asia	2
#C49A00	65.266512195122	5.127	224	Europe & Central Asia	2
#C49A00	65.5867317073171	4.968	224	Europe & Central Asia	2
#C49A00	65.915756097561	4.829	224	Europe & Central Asia	2
#C49A00	66.2370731707317	4.711	224	Europe & Central Asia	2
#C49A00	66.5341463414634	4.616	224	Europe & Central Asia	2
#C49A00	66.7763902439024	4.539	224	Europe & Central Asia	2
#C49A00	71.6454390243903	3.219	225	Europe & Central Asia	3
#C49A00	71.5314878048781	3.058	225	Europe & Central Asia	3
#C49A00	71.4652195121951	2.91	225	Europe & Central Asia	3
#C49A00	71.487	2.784	225	Europe & Central Asia	3
#C49A00	71.6177317073171	2.683	225	Europe & Central Asia	3
#C49A00	71.8702926829268	2.604	225	Europe & Central Asia	3
#C49A00	67.757243902439	2.538	227	Europe & Central Asia	3
#C49A00	67.7360731707317	2.482	227	Europe & Central Asia	3
#C49A00	67.8285365853659	2.399	227	Europe & Central Asia	3
#C49A00	68.012756097561	2.295	227	Europe & Central Asia	3
#C49A00	68.2789268292683	2.176	227	Europe & Central Asia	3
#C49A00	68.6204634146342	2.053	227	Europe & Central Asia	3
#C49A00	75.53	1.45	228	Europe & Central Asia	3
#C49A00	75.5678048780488	1.5	228	Europe & Central Asia	3
#C49A00	75.8553658536585	1.49	228	Europe & Central Asia	3
#C49A00	76.1063414634146	1.48	228	Europe & Central Asia	3
#C49A00	76.4570731707317	1.44	228	Europe & Central Asia	3
#C49A00	76.7156097560976	1.4	228	Europe & Central Asia	3
#C49A00	64.7463658536585	2.74	229	Europe & Central Asia	3
#C49A00	64.4241463414634	2.87	229	Europe & Central Asia	3
#C49A00	64.207243902439	2.74	229	Europe & Central Asia	3
#C49A00	64.1540243902439	2.7	229	Europe & Central Asia	3
#C49A00	64.2815853658537	2.52	229	Europe & Central Asia	3
#C49A00	64.5758292682927	2.29	229	Europe & Central Asia	3
#C49A00	70.8365853658537	1.91	230	Europe & Central Asia	3
#C49A00	70.3780487804878	1.8	230	Europe & Central Asia	3
#C49A00	70.0219512195122	1.75	230	Europe & Central Asia	3
#C49A00	68.9707317073171	1.61	230	Europe & Central Asia	3
#C49A00	68.7682926829268	1.51	230	Europe & Central Asia	3
#C49A00	68.4609756097561	1.386	230	Europe & Central Asia	3
#C49A00	76.0519512195122	1.62	231	Europe & Central Asia	3
#C49A00	76.1921951219512	1.57	231	Europe & Central Asia	3
#C49A00	76.3512195121951	1.56	231	Europe & Central Asia	3
#C49A00	76.3453658536585	1.61	231	Europe & Central Asia	3
#C49A00	76.6917073170732	1.55	231	Europe & Central Asia	3
#C49A00	76.8407317073171	1.57	231	Europe & Central Asia	3
#C49A00	67.4668536585366	1.708	232	Europe & Central Asia	3
#C49A00	66.3856829268293	1.645	232	Europe & Central Asia	3
#C49A00	65.829	1.592	232	Europe & Central Asia	3
#C49A00	65.9418536585366	1.556	232	Europe & Central Asia	3
#C49A00	66.730243902439	1.534	232	Europe & Central Asia	3
#C49A00	68.0681951219512	1.524	232	Europe & Central Asia	3
#C49A00	71.6414634146342	1.81	233	Europe & Central Asia	3
#C49A00	71.5609756097561	1.65	233	Europe & Central Asia	3
#C49A00	71.4943902439024	1.54	233	Europe & Central Asia	3
#C49A00	71.3468292682927	1.45	233	Europe & Central Asia	3
#C49A00	71.2087804878049	1.37	233	Europe & Central Asia	3
#C49A00	71.0534146341464	1.23	233	Europe & Central Asia	3
#C49A00	75.418243902439	1.46	234	Europe & Central Asia	3
#C49A00	75.6369268292683	1.461	234	Europe & Central Asia	3
#C49A00	75.8496829268293	1.457	234	Europe & Central Asia	3
#C49A00	76.053	1.45	234	Europe & Central Asia	3
#C49A00	76.2473902439024	1.441	234	Europe & Central Asia	3
#C49A00	76.4373414634146	1.43	234	Europe & Central Asia	3
#C49A00	72.1704878048781	1.63	235	Europe & Central Asia	3
#C49A00	72.1853658536586	1.53	235	Europe & Central Asia	3
#C49A00	71.2414634146342	1.48	235	Europe & Central Asia	3
#C49A00	71.5224390243903	1.52	235	Europe & Central Asia	3
#C49A00	71.8034146341464	1.47	235	Europe & Central Asia	3
#C49A00	72.0843902439024	1.58	235	Europe & Central Asia	3
#C49A00	76.5047073170732	2.411	236	Europe & Central Asia	3
#C49A00	76.6621219512195	2.381	236	Europe & Central Asia	3
#C49A00	76.8160487804878	2.337	236	Europe & Central Asia	3
#C49A00	76.9679756097561	2.278	236	Europe & Central Asia	3
#C49A00	77.1159024390244	2.206	236	Europe & Central Asia	3
#C49A00	77.2623170731707	2.124	236	Europe & Central Asia	3
#C49A00	71.3839024390244	1.893	237	Europe & Central Asia	3
#C49A00	71.8982926829268	1.86	237	Europe & Central Asia	3
#C49A00	72.2717073170732	1.72	237	Europe & Central Asia	3
#C49A00	72.7678048780488	1.67	237	Europe & Central Asia	3
#C49A00	72.9726829268293	1.44	237	Europe & Central Asia	3
#C49A00	73.0748780487805	1.278	237	Europe & Central Asia	3
#C49A00	74.8053658536585	1.67	238	Europe & Central Asia	3
#C49A00	75.1578048780488	1.68	238	Europe & Central Asia	3
#C49A00	75.1941463414634	1.76	238	Europe & Central Asia	3
#C49A00	75.1168292682927	1.75	238	Europe & Central Asia	3
#C49A00	75.3751219512195	1.806	238	Europe & Central Asia	3
#C49A00	75.2126829268293	1.807	238	Europe & Central Asia	3
#C49A00	69.4756097560976	2.04	239	Europe & Central Asia	3
#C49A00	69.3731707317073	1.77	239	Europe & Central Asia	3
#C49A00	68.8634146341464	1.69	239	Europe & Central Asia	3
#C49A00	67.909756097561	1.45	239	Europe & Central Asia	3
#C49A00	66.5	1.37	239	Europe & Central Asia	3
#C49A00	67.5439024390244	1.32	239	Europe & Central Asia	3
#C49A00	74.8131707317073	1.78	241	Europe & Central Asia	3
#C49A00	75.2275609756098	1.8	241	Europe & Central Asia	3
#C49A00	75.4553658536585	1.85	241	Europe & Central Asia	3
#C49A00	75.7051219512195	1.81	241	Europe & Central Asia	3
#C49A00	76.3956097560976	1.85	241	Europe & Central Asia	3
#C49A00	76.409512195122	1.81	241	Europe & Central Asia	3
#C49A00	76.6	1.77	242	Europe & Central Asia	3
#C49A00	76.8487804878049	1.75	242	Europe & Central Asia	3
#C49A00	77.1	1.74	242	Europe & Central Asia	3
#C49A00	77.3	1.73	242	Europe & Central Asia	3
#C49A00	77.6487804878049	1.73	242	Europe & Central Asia	3
#C49A00	77.7512195121951	1.74	242	Europe & Central Asia	3
#C49A00	70.2478780487805	2.18	243	Europe & Central Asia	3
#C49A00	70.2768292682927	2.132	243	Europe & Central Asia	3
#C49A00	70.3020487804878	2.076	243	Europe & Central Asia	3
#C49A00	70.3386097560976	2.013	243	Europe & Central Asia	3
#C49A00	70.396512195122	1.946	243	Europe & Central Asia	3
#C49A00	70.4902682926829	1.88	243	Europe & Central Asia	3
#C49A00	75.3161219512195	1.45	244	Europe & Central Asia	3
#C49A00	75.319512195122	1.33	244	Europe & Central Asia	3
#C49A00	75.819512195122	1.29	244	Europe & Central Asia	3
#C49A00	75.8707317073171	1.28	244	Europe & Central Asia	3
#C49A00	76.2707317073171	1.24	244	Europe & Central Asia	3
#C49A00	76.4219512195122	1.25	244	Europe & Central Asia	3
#C49A00	76.9390243902439	1.4	245	Europe & Central Asia	3
#C49A00	77.1365853658537	1.38	245	Europe & Central Asia	3
#C49A00	77.3829268292683	1.38	245	Europe & Central Asia	3
#C49A00	77.390243902439	1.34	245	Europe & Central Asia	3
#C49A00	77.6390243902439	1.36	245	Europe & Central Asia	3
#C49A00	77.5853658536585	1.32	245	Europe & Central Asia	3
#C49A00	65.3414634146341	2.53	246	Europe & Central Asia	3
#C49A00	69.3156097560976	1.84	248	Europe & Central Asia	3
#C49A00	69.3770731707317	1.86	248	Europe & Central Asia	3
#C49A00	69.1170731707317	1.77	248	Europe & Central Asia	3
#C49A00	69.1012195121951	1.69	248	Europe & Central Asia	3
#C49A00	69.469756097561	1.64	248	Europe & Central Asia	3
#C49A00	69.7917073170732	1.57	248	Europe & Central Asia	3
#C49A00	78.0363414634146	2.31	249	Europe & Central Asia	3
#C49A00	77.9919512195122	2.19	249	Europe & Central Asia	3
#C49A00	78.760243902439	2.21	249	Europe & Central Asia	3
#C49A00	78.9346341463415	2.22	249	Europe & Central Asia	3
#C49A00	79.2470731707317	2.14	249	Europe & Central Asia	3
#C49A00	77.9843902439024	2.08	249	Europe & Central Asia	3
#C49A00	74.7413170731707	2.12	250	Europe & Central Asia	3
#C49A00	74.9505365853659	2.09	250	Europe & Central Asia	3
#C49A00	75.136243902439	2.02	250	Europe & Central Asia	3
#C49A00	75.2964390243903	1.93	250	Europe & Central Asia	3
#C49A00	75.4376341463415	1.86	250	Europe & Central Asia	3
#C49A00	75.5708536585366	1.87	250	Europe & Central Asia	3
#C49A00	76.5292682926829	1.8	251	Europe & Central Asia	3
#C49A00	76.8590243902439	1.26	253	Europe & Central Asia	3
#C49A00	76.8780487804878	1.27	253	Europe & Central Asia	3
#C49A00	77.2378048780488	1.3	253	Europe & Central Asia	3
#C49A00	77.51	1.25	253	Europe & Central Asia	3
#C49A00	77.749756097561	1.22	253	Europe & Central Asia	3
#C49A00	78.0143902439025	1.18	253	Europe & Central Asia	3
#C49A00	68.3365853658537	2.72	254	Europe & Central Asia	3
#C49A00	67.9829268292683	2.61	254	Europe & Central Asia	3
#C49A00	67.7317073170732	2.5	254	Europe & Central Asia	3
#C49A00	66.7268292682927	2.3	254	Europe & Central Asia	3
#C49A00	65.6731707317073	2.28	254	Europe & Central Asia	3
#C49A00	64.919512195122	2.26	254	Europe & Central Asia	3
#C49A00	67.7587804878049	3.9028	255	Europe & Central Asia	3
#C49A00	67.9290243902439	3.5844	255	Europe & Central Asia	3
#C49A00	68.0892682926829	2.9581	255	Europe & Central Asia	3
#C49A00	68.249512195122	2.8396	255	Europe & Central Asia	3
#C49A00	68.4	2.7064	255	Europe & Central Asia	3
#C49A00	68.5451219512195	2.7014	255	Europe & Central Asia	3
#C49A00	68.2975609756098	3.69	256	Europe & Central Asia	3
#C49A00	68.5512195121951	3.671	256	Europe & Central Asia	3
#C49A00	68.1024390243903	3.617	256	Europe & Central Asia	3
#C49A00	67.1926829268293	3.3	256	Europe & Central Asia	3
#C49A00	66.0390243902439	3.14	256	Europe & Central Asia	3
#C49A00	65.790243902439	3.31	256	Europe & Central Asia	3
#C49A00	69.2731707317073	2.02	257	Europe & Central Asia	3
#C49A00	69.0324390243903	1.86	257	Europe & Central Asia	3
#C49A00	68.3960975609756	1.73	257	Europe & Central Asia	3
#C49A00	66.7226829268293	1.51	257	Europe & Central Asia	3
